69 121
389 843 0.7425
401 1126 0.0370
564 1496 0.8783
170 1477 0.8700
1174 1496 0.5828
130 573 0.9535
155 1198 0.4602
685 891 0.2912
105 982 0.5203
328 1368 0.1559
760 958 0.8437
339 1925 0.8102
1215 1357 0.4997
776 1245 0.5792
707 1517 0.8121
331 1167 0.5999
32 1550 0.6814
1111 1499 0.4188
1680 1966 0.9727
48 1633 0.9926
477 1105 0.0551
254 491 0.9586
864 1222 0.6393
63 1503 0.9122
89 506 0.1489
457 544 0.4915
1428 1512 0.4448
312 1803 0.7663
285 303 0.6903
855 1353 0.5486
821 1928 0.8433
68 376 0.2667
1323 1851 0.7273
322 1654 0.2129
224 691 0.0197
6 778 0.1016
792 943 0.6868
929 1423 0.5717
1372 1871 0.7157
1154 1365 0.3492
64 633 0.4395
1508 1678 0.8856
224 1667 0.5836
1420 1508 0.1192
570 808 0.0978
858 1323 0.7628
431 504 0.4811
789 1365 0.1024
1779 1992 0.4878
29 1109 0.3558
352 1329 0.2329
402 1755 0.4371
144 1179 0.2671
419 544 0.8837
101 662 0.5727
366 1399 0.0063
398 925 0.7731
956 1650 0.0121
881 1220 0.5292
629 833 0.2695
22 1892 0.8714
351 1041 0.9295
677 902 0.1277
1150 1704 0.0743
271 1211 0.3709
777 1668 0.3755
584 1503 0.1587
178 647 0.0921
40 642 0.6350
375 1109 0.6196
1256 1837 0.8724
1186 1835 0.9291
446 1933 0.8781
601 1371 0.5459
435 1297 0.1703
585 1131 0.2808
780 798 0.7649
598 1055 0.3725
609 918 0.0989
530 1359 0.8351
171 695 0.3259
357 982 0.4226
240 581 0.7688
314 1361 0.7516
243 247 0.9997
1237 1719 0.4144
554 1879 0.8665
861 1774 0.2631
417 567 0.3762
347 1997 0.1888
213 455 0.1687
1330 1666 0.4781
459 1950 0.2859
822 1769 0.1127
756 931 0.7493
1474 1488 0.3003
1572 1600 0.9899
205 1204 0.6651
1549 1640 0.0056
193 713 0.4822
1038 1107 0.4820
1556 1815 0.4691
188 633 0.0410
688 1254 0.6549
229 834 0.5941
292 1366 0.3939
110 1348 0.4697
776 1662 0.4710
1183 1423 0.6029
471 1937 0.8527
835 1642 0.3997
370 1809 0.2455
434 501 0.5150
268 312 0.8190
596 1594 0.5472
1606 1811 0.8211
1906 1950 0.5230
679 816 0.6557
309 1944 0.8574
101 1538 0.1889
423 1860 0.1011
1325 1684 0.3632
54 1566 0.5926
1036 1617 0.2749
752 980 0.9864
1576 1671 0.9347
632 1572 0.3707
47 1248 0.3475
1111 1458 0.3057
452 1865 0.1490
1092 1475 0.9996
94 1671 0.1828
194 1481 0.7876
387 637 0.0572
168 369 0.6760
1029 1192 0.4936
924 1049 0.8822
725 1373 0.0192
501 1247 0.2610
832 1739 0.5691
1138 1323 0.5671
483 1878 0.5280
1165 1322 0.2495
794 1939 0.9943
85 1078 0.8805
203 1940 0.4527
362 671 0.0191
174 729 0.3505
880 1535 0.8591
33 1253 0.4387
1110 1274 0.3426
288 855 0.2648
483 1579 0.4196
215 1819 0.5234
1436 1645 0.1215
386 1344 0.4240
1239 1609 0.3874
598 934 0.0191
1021 1121 0.1989
705 1367 0.7837
1338 1351 0.9636
63 75 0.4158
492 618 0.5848
394 1537 0.9416
214 1175 0.8065
176 1192 0.9368
39 481 0.8302
926 1650 0.4334
115 747 0.8122
659 1826 0.3898
894 1693 0.8705
348 1215 0.3579
1665 1895 0.7846
1756 1869 0.5493
168 469 0.0648
106 869 0.8560
1137 1219 0.2596
1068 1672 0.9895
1061 1809 0.7867
1369 1931 0.6057
1900 1914 0.6568
1422 1666 0.3298
616 952 0.0570
1664 1798 0.4870
469 1647 0.1978
73 911 0.6340
938 999 0.4573
60 499 0.2171
1221 1624 0.3560
1564 1587 0.6305
1107 1666 0.8876
1150 1733 0.2376
247 1312 0.3680
811 1720 0.2665
1666 1892 0.2344
590 1348 0.6422
513 1914 0.2796
1301 1401 0.3606
261 1081 0.5104
1103 1539 0.6631
875 880 0.3725
238 908 0.2627
69 1880 0.1364
72 847 0.5797
355 820 0.6619
1092 1220 0.9680
28 121 0.1222
725 788 0.5635
48 1766 0.2845
768 1312 0.4553
537 929 0.9521
1029 1946 0.8224
207 451 0.6463
395 659 0.5201
1437 1653 0.5940
161 1338 0.6399
195 1049 0.6815
116 233 0.3496
159 559 0.8790
1521 1764 0.5544
1020 1753 0.9661
1031 1437 0.8767
24 859 0.8487
1073 1853 0.3825
896 1743 0.9131
738 1693 0.8048
604 1880 0.4644
1166 1503 0.1976
818 1978 0.7345
115 1269 0.1506
1032 1161 0.4635
1768 1878 0.9848
115 330 0.0942
1613 1771 0.7819
1413 1670 0.7223
124 538 0.3938
567 830 0.4914
885 1963 0.5833
67 688 0.1981
1601 1917 0.0616
832 1931 0.5471
480 688 0.7681
382 1119 0.2116
1127 1131 0.9665
1306 1987 0.5541
792 1104 0.6753
1215 1515 0.3264
799 1009 0.1474
609 1647 0.5687
757 1155 0.4407
1196 1479 0.1634
479 584 0.5831
553 1377 0.2120
192 1457 0.2091
128 957 0.1023
394 621 0.4248
747 1737 0.0413
378 1185 0.3302
1191 1742 0.7622
387 1919 0.0966
1095 1132 0.1881
1552 1701 0.2713
372 1677 0.0202
1512 1763 0.3399
724 821 0.9062
804 1955 0.1946
372 1180 0.4250
1005 1886 0.8689
839 1775 0.4419
153 1662 0.8023
1392 1488 0.3133
489 1718 0.7523
896 1791 0.2975
110 446 0.1518
722 1325 0.3019
1547 1608 0.2306
546 1180 0.3657
531 1271 0.1381
1317 1576 0.0911
82 241 0.7432
769 1299 0.4997
533 1696 0.3342
815 882 0.2782
101 928 0.6343
1158 1863 0.3578
170 839 0.3804
105 1423 0.1122
756 1848 0.6101
92 784 0.4297
106 160 0.5762
23 555 0.3691
709 1504 0.4755
1460 1765 0.9321
942 1447 0.1726
444 823 0.7053
1104 1504 0.6221
18 1755 0.3883
556 1044 0.3639
249 778 0.2003
1369 1763 0.2934
311 631 0.9598
119 1328 0.8883
147 729 0.1878
562 1181 0.5444
286 369 0.4542
1501 1680 0.5330
128 1776 0.1644
450 1132 0.7175
391 785 0.8480
173 413 0.3816
269 552 0.2991
869 1307 0.5142
1528 1569 0.8908
1469 1895 0.0223
429 1863 0.0539
1002 1793 0.0876
228 846 0.1280
1285 1701 0.2524
710 829 0.8801
263 1682 0.8743
120 241 0.2892
1062 1626 0.3070
521 1743 0.0134
766 1226 0.6448
1794 1954 0.6774
294 1582 0.7770
1340 1738 0.9345
63 667 0.2634
969 1410 0.1442
476 1948 0.5545
1794 1857 0.6184
264 1957 0.2487
1653 1863 0.3380
299 688 0.4371
1064 1895 0.3990
414 1257 0.9087
365 1845 0.7325
189 1805 0.1935
1555 1794 0.4801
1001 1117 0.1596
1127 1960 0.0893
413 1948 0.7144
339 1966 0.8120
399 800 0.5833
1030 1649 0.7856
392 1597 0.8044
289 736 0.2254
819 958 0.0906
806 1710 0.9802
134 1033 0.9660
1299 1940 0.9537
97 1770 0.6613
393 964 0.1107
499 1442 0.7103
337 1475 0.8901
69 557 0.8130
642 1058 0.1377
112 1878 0.5190
786 1710 0.5558
1218 1636 0.5742
272 1560 0.4275
313 1281 0.2727
595 1715 0.3481
139 165 0.8801
326 815 0.5369
335 1580 0.0144
1525 1931 0.6359
373 800 0.3390
1244 1364 0.4719
646 856 0.4958
51 421 0.9222
721 937 0.5831
508 1375 0.8148
1436 1771 0.1551
747 1000 0.3684
542 1121 0.7110
1393 1562 0.7865
958 1411 0.9089
1473 1710 0.1618
1214 1796 0.8644
371 1887 0.9350
1749 1998 0.2603
477 984 0.5288
390 985 0.7060
538 770 0.2286
768 1949 0.4490
184 1184 0.7402
904 1651 0.3039
651 840 0.8362
520 1741 0.6677
128 1057 0.2016
162 1193 0.2064
1326 1408 0.2083
1165 1310 0.3838
1284 1847 0.9594
859 1529 0.9221
554 1673 0.9454
593 1884 0.1784
1046 1749 0.3075
183 1811 0.6869
1080 1739 0.7268
90 1338 0.7418
554 1791 0.4966
238 338 0.1417
383 1923 0.7256
644 735 0.3191
47 1937 0.4287
1173 1363 0.4768
538 1548 0.4861
206 1503 0.2391
597 1038 0.1658
141 885 0.9237
1030 1032 0.9039
178 1347 0.6505
814 1762 0.3231
408 734 0.7323
38 1086 0.8161
120 1363 0.6157
815 1338 0.3223
645 1088 0.5997
634 1209 0.2903
193 905 0.8557
316 1188 0.3318
30 136 0.7590
636 1516 0.2041
504 1724 0.5787
112 1924 0.0582
748 1150 0.2831
71 1244 0.0298
683 869 0.2089
232 1216 0.2363
255 420 0.4507
533 1819 0.9691
381 581 0.3832
183 620 0.4752
283 1636 0.2143
472 856 0.5181
1152 1747 0.6696
277 593 0.1984
1321 1697 0.8412
47 265 0.2006
203 315 0.3582
298 509 0.9747
793 1970 0.3129
220 830 0.5562
1203 1283 0.8979
437 1498 0.7977
730 1300 0.3802
1139 1772 0.9126
0 1321 0.6224
220 1541 0.0140
1555 1588 0.9222
68 1591 0.9342
1681 1797 0.2825
1511 1867 0.9709
235 1440 0.8986
715 1901 0.8655
576 784 0.8088
1149 1389 0.4256
440 963 0.1535
1020 1294 0.2934
575 882 0.8926
512 1183 0.9864
745 1095 0.2518
428 1964 0.0298
877 885 0.1841
858 1628 0.1026
337 633 0.4729
264 983 0.0313
61 155 0.6449
184 862 0.4776
133 1530 0.1658
370 786 0.3032
187 843 0.5420
760 949 0.7126
401 1930 0.0647
411 1548 0.1556
1170 1748 0.0129
1459 1583 0.0572
712 1022 0.6941
1377 1788 0.3666
1431 1912 0.7559
1003 1767 0.9624
215 1295 0.3673
343 825 0.3326
636 1044 0.3455
49 333 0.1433
353 1219 0.4638
827 1777 0.7659
1357 1882 0.1618
421 1991 0.2526
916 1263 0.8653
952 1388 0.6150
285 1032 0.3036
7 956 0.0179
827 861 0.5323
1680 1846 0.4419
1388 1592 0.8199
348 1575 0.0206
1048 1067 0.2060
553 1778 0.4996
253 292 0.7468
450 461 0.8438
1000 1291 0.5540
607 742 0.4385
223 842 0.0030
964 1246 0.7288
661 1622 0.1062
1054 1245 0.2296
536 1015 0.7837
242 1687 0.3516
7 88 0.7895
986 1129 0.7291
1259 1468 0.6682
1017 1326 0.2380
44 1309 0.1788
1801 1873 0.0992
3 157 0.7477
555 1132 0.5277
887 1287 0.2597
860 1884 0.6530
497 1608 0.3116
577 610 0.2099
731 1270 0.2298
1206 1693 0.9947
321 1942 0.1151
347 1634 0.6908
1518 1797 0.5484
1253 1835 0.8516
1149 1207 0.6153
384 1547 0.6679
254 812 0.4275
70 1957 0.4397
715 1911 0.2487
576 1667 0.0059
750 1714 0.5093
381 1615 0.0362
407 1646 0.4418
239 563 0.1666
1082 1378 0.8912
131 1272 0.3769
64 1454 0.5289
237 295 0.3742
1235 1567 0.3780
1359 1629 0.9516
519 1389 0.1637
123 571 0.0508
556 647 0.9412
343 1422 0.5760
1490 1904 0.9813
1011 1168 0.4459
1353 1786 0.2787
274 1292 0.0149
406 1318 0.1812
357 530 0.6466
1148 1744 0.2445
136 1288 0.2963
182 1172 0.9748
153 317 0.6946
215 1254 0.9884
941 1447 0.2199
1423 1895 0.3001
609 613 0.8606
753 929 0.9349
369 380 0.5692
796 1811 0.4589
896 1434 0.0440
458 1808 0.7435
1128 1176 0.8623
1372 1607 0.6994
1252 1383 0.4559
234 907 0.0809
432 597 0.3340
242 671 0.1075
1598 1604 0.7986
1057 1168 0.2935
521 1090 0.8060
1815 1874 0.0395
944 1095 0.5377
105 426 0.4340
37 206 0.0599
508 524 0.2904
906 968 0.2669
0 96 0.9221
86 226 0.1693
1349 1819 0.5527
1674 1977 0.5125
301 661 0.2236
907 930 0.5735
242 1201 0.5089
1530 1583 0.7542
562 1515 0.8286
501 1169 0.0782
151 817 0.5195
1139 1610 0.6793
437 477 0.9915
193 902 0.4079
101 239 0.2764
1573 1954 0.7466
8 982 0.6587
142 1977 0.5687
132 936 0.4983
267 1685 0.6309
1246 1736 0.2354
74 559 0.9281
1246 1481 0.1665
732 803 0.6727
36 600 0.0786
1220 1715 0.8805
1020 1671 0.9626
1220 1703 0.3103
695 1826 0.4755
1189 1589 0.6578
162 246 0.6611
587 1213 0.5047
381 1216 0.1817
1166 1223 0.5534
1065 1257 0.9278
563 1102 0.5888
1600 1785 0.2424
50 1168 0.1668
569 1112 0.0391
338 1386 0.0565
500 1471 0.5747
1162 1967 0.9259
138 1904 0.9327
893 1498 0.0150
186 1100 0.3551
861 1899 0.6797
195 1741 0.9037
323 1049 0.2222
565 1147 0.1869
242 1285 0.2873
1159 1750 0.2955
528 856 0.6627
184 1232 0.4706
1043 1510 0.3040
858 1507 0.8836
223 863 0.5817
368 709 0.6784
156 1782 0.6652
187 355 0.6851
497 939 0.3954
38 229 0.4125
593 1450 0.2729
45 399 0.3220
1079 1406 0.6641
600 1351 0.1517
1210 1400 0.3608
337 960 0.8688
237 862 0.0047
977 1104 0.3628
1092 1747 0.5638
252 493 0.8830
870 1551 0.7654
244 494 0.1649
0 541 0.6600
504 1140 0.5743
305 1633 0.5263
865 1394 0.4550
374 417 0.7974
418 645 0.5385
223 1044 0.8557
719 1440 0.7161
697 1147 0.6364
844 980 0.0642
350 740 0.8438
757 1847 0.3468
717 1206 0.0893
621 1911 0.2364
1845 1970 0.9293
88 189 0.9142
296 710 0.5643
587 1774 0.7457
1161 1237 0.9741
570 650 0.3211
1230 1838 0.0544
1282 1631 0.0421
730 1442 0.1433
555 668 0.5480
475 491 0.8772
472 1893 0.6768
648 1100 0.6166
772 1953 0.8192
572 709 0.1346
1162 1867 0.9787
176 1616 0.8568
396 1538 0.1772
1002 1853 0.0912
333 1507 0.1253
1049 1879 0.5525
46 1769 0.5599
365 1223 0.6692
158 894 0.7456
282 307 0.1836
348 1723 0.8214
84 1201 0.3779
380 1880 0.2942
57 111 0.5161
174 1394 0.9469
1447 1506 0.8592
210 1190 0.3752
501 1167 0.2230
212 1663 0.4241
29 1177 0.0048
643 1890 0.6783
1109 1643 0.7997
1407 1432 0.9013
184 452 0.0152
476 1497 0.9169
511 693 0.4362
1006 1701 0.5301
530 1877 0.4249
270 775 0.7369
745 1033 0.7451
176 1325 0.1652
1608 1794 0.3389
480 684 0.6739
260 989 0.0781
308 1889 0.3399
75 214 0.1175
287 1960 0.0956
1942 1968 0.9401
591 1150 0.7605
408 1454 0.3917
618 1033 0.6029
11 505 0.8642
879 1417 0.6487
1167 1257 0.9862
1436 1798 0.4449
1080 1532 0.9061
1845 1943 0.8299
787 1897 0.0334
94 1296 0.1948
1146 1541 0.6492
451 1416 0.1725
838 1087 0.2814
261 276 0.3748
509 1089 0.9374
795 1669 0.5353
1051 1134 0.3691
244 1442 0.6799
1509 1781 0.7448
442 1066 0.3554
566 1469 0.6792
1020 1948 0.2330
32 469 0.1942
280 1461 0.8581
1384 1404 0.8809
157 368 0.6111
196 765 0.4488
5 294 0.8610
702 1333 0.9253
1244 1990 0.2664
313 1367 0.5284
148 272 0.6551
915 1051 0.3345
540 1847 0.0777
1420 1487 0.2289
1204 1279 0.7449
864 1720 0.7960
190 1610 0.6429
292 1016 0.9630
45 90 0.3121
1195 1462 0.8093
210 781 0.4581
1224 1521 0.6357
1459 1650 0.9355
382 532 0.3621
1203 1759 0.8111
124 1778 0.0796
113 969 0.0873
934 1424 0.8799
896 1748 0.0276
368 776 0.5257
42 1439 0.1010
651 923 0.6137
160 1548 0.7540
1374 1950 0.8558
1185 1251 0.8973
110 1157 0.8471
33 938 0.0175
668 1105 0.3395
335 956 0.0436
448 1606 0.7222
396 1817 0.6137
729 1714 0.3312
348 1163 0.4368
757 977 0.4836
335 1456 0.5674
1504 1949 0.1818
26 959 0.4565
346 500 0.3095
760 825 0.2949
213 465 0.5030
53 263 0.6522
876 1208 0.3487
652 1431 0.3438
646 1744 0.7533
641 670 0.7443
462 1853 0.7398
344 1776 0.8333
1149 1639 0.6396
918 1505 0.8020
22 562 0.4040
1082 1511 0.4913
743 1650 0.4695
936 1935 0.5380
756 782 0.1255
583 1527 0.0373
882 1213 0.0391
260 420 0.4426
452 1692 0.6991
367 612 0.4108
726 1405 0.1652
14 1446 0.5612
133 369 0.5845
952 1984 0.3870
444 461 0.0449
14 870 0.7673
1402 1837 0.2108
1754 1772 0.0874
669 1203 0.3287
1030 1962 0.4017
634 1469 0.3851
402 1808 0.3055
705 857 0.7352
550 1127 0.3791
219 1046 0.0524
907 1801 0.0565
183 609 0.9457
169 979 0.8893
1609 1896 0.1528
170 1466 0.5243
215 1499 0.3863
897 1961 0.9588
541 1040 0.6712
866 1184 0.5858
198 1134 0.7807
1024 1452 0.8239
839 1574 0.9488
147 1572 0.8002
1810 1842 0.6184
253 302 0.5773
704 1098 0.9944
777 1461 0.1012
583 989 0.6423
779 1367 0.6412
690 1641 0.2904
663 1078 0.2956
251 1610 0.0007
156 1722 0.6069
981 1737 0.3277
697 1727 0.4314
897 1407 0.2733
38 1994 0.4930
332 1599 0.2652
617 959 0.9961
734 831 0.1903
340 833 0.7691
977 1715 0.0572
208 873 0.1336
1245 1493 0.0120
798 1996 0.3122
479 522 0.6527
1236 1369 0.4589
685 897 0.8766
106 360 0.3590
76 1833 0.1872
398 904 0.1672
17 986 0.3891
78 1878 0.3370
1689 1782 0.3098
447 1039 0.7966
1702 1785 0.1551
204 549 0.6055
1273 1848 0.8297
426 1525 0.0445
360 1588 0.5097
675 968 0.0300
645 1322 0.8181
1215 1461 0.9763
842 1276 0.2522
103 226 0.1778
1122 1635 0.6978
480 798 0.3984
56 1860 0.7307
159 1225 0.4780
1824 1960 0.2360
277 692 0.5139
1015 1485 0.1519
305 1743 0.1130
220 1486 0.0522
706 1358 0.7084
266 1565 0.4627
263 1283 0.3106
678 1849 0.0907
106 799 0.2129
315 1510 0.3500
1144 1614 0.8541
1539 1624 0.5595
1060 1996 0.6389
1228 1470 0.3189
830 1538 0.9965
307 1527 0.9943
1148 1832 0.6747
1093 1858 0.7295
1179 1436 0.1333
1316 1951 0.3995
108 1245 0.4436
165 277 0.9732
892 1388 0.8057
73 206 0.7496
1112 1417 0.1551
766 1616 0.0535
199 663 0.3845
1041 1707 0.1356
657 796 0.0662
1671 1902 0.8626
586 1172 0.4303
136 1129 0.2747
368 1437 0.9506
456 991 0.8690
200 701 0.9272
467 922 0.9262
68 260 0.4519
228 872 0.8690
4 1260 0.8610
410 665 0.9856
209 294 0.0054
975 1414 0.8994
179 1043 0.8542
310 1127 0.2753
334 1123 0.5855
979 1298 0.3926
1238 1953 0.7934
568 637 0.5052
800 1071 0.4260
953 1818 0.4743
517 1104 0.4454
333 995 0.3619
192 1255 0.8183
515 825 0.8121
584 1755 0.4754
172 1138 0.4260
3 1951 0.6475
441 1831 0.5733
933 1165 0.5715
959 1109 0.5409
101 710 0.0931
191 833 0.1954
702 1612 0.0357
1409 1882 0.7191
1566 1631 0.1083
763 765 0.8796
236 1761 0.7154
256 1081 0.0417
807 1056 0.1956
454 963 0.7317
563 1875 0.5177
63 482 0.3091
249 972 0.1898
1618 1673 0.9881
386 1424 0.7219
312 403 0.3395
502 1635 0.5125
929 1057 0.5987
307 1701 0.9556
261 1894 0.2523
1019 1579 0.5290
34 1811 0.1877
642 1693 0.2526
661 1395 0.1980
702 1745 0.3938
784 1168 0.5364
494 1438 0.1734
637 1605 0.2579
1793 1841 0.9629
534 1213 0.5155
1394 1829 0.2948
223 1490 0.5641
1040 1186 0.2437
413 1344 0.3156
1850 1991 0.9707
38 1399 0.6638
228 898 0.8675
53 1565 0.3299
1394 1672 0.3129
663 1562 0.4089
1209 1371 0.2281
422 1377 0.0850
1730 1793 0.5435
1383 1670 0.9829
113 552 0.0276
193 1600 0.5555
1647 1760 0.3738
41 193 0.0609
356 1185 0.8669
1217 1589 0.7382
513 1890 0.4332
784 1770 0.8169
399 1362 0.3009
590 1495 0.2663
168 1479 0.8464
1284 1359 0.6892
1696 1858 0.6402
719 771 0.0566
98 1873 0.5737
1110 1926 0.7168
344 779 0.9835
69 1832 0.6617
1149 1883 0.2102
300 1661 0.3733
1104 1190 0.5524
54 103 0.7914
920 1597 0.1568
1283 1658 0.2780
24 1531 0.2712
519 681 0.4916
1486 1741 0.7979
341 1247 0.3198
78 450 0.6739
403 680 0.4779
69 289 0.2311
1032 1396 0.1127
351 1731 0.6630
1027 1293 0.3426
822 844 0.8648
382 1587 0.4723
104 1393 0.8155
532 868 0.6640
98 397 0.7327
562 1264 0.8176
1425 1915 0.2810
456 628 0.0360
1532 1675 0.9203
816 1710 0.4524
1763 1884 0.3757
1175 1202 0.1048
1277 1494 0.6313
153 1222 0.2123
496 697 0.3885
9 672 0.7183
745 1945 0.0027
568 1548 0.7871
802 859 0.2949
1062 1456 0.7042
645 1545 0.5042
33 740 0.8208
421 1557 0.8935
793 1339 0.7483
965 1803 0.7788
409 1066 0.5289
242 1674 0.7811
1082 1938 0.1199
876 1751 0.1305
967 1654 0.0674
317 914 0.7686
554 1503 0.6405
652 653 0.9895
1105 1212 0.9092
25 1066 0.3607
1026 1290 0.5023
21 207 0.5160
1262 1430 0.7651
358 1681 0.9029
1228 1978 0.9019
720 831 0.0223
1213 1366 0.7582
251 340 0.8870
662 1060 0.2927
842 1817 0.5461
376 1193 0.9564
194 735 0.7071
212 965 0.1014
1634 1949 0.5149
1067 1902 0.6218
15 1577 0.0989
140 967 0.3108
438 808 0.7784
688 1264 0.5378
648 1147 0.2472
468 498 0.6203
1337 1452 0.5688
1186 1600 0.8804
557 1945 0.1576
921 1940 0.0599
246 469 0.1955
623 1268 0.0186
272 1007 0.9866
258 1474 0.6310
799 1246 0.6134
469 1553 0.6427
107 1457 0.1568
491 897 0.5632
490 1546 0.4070
291 1021 0.9633
980 1414 0.6999
1182 1856 0.9746
911 1987 0.2155
108 881 0.5441
274 890 0.1424
237 1327 0.2701
1114 1943 0.9045
530 1853 0.8816
681 1044 0.3540
303 423 0.9848
227 977 0.4727
1579 1824 0.8214
203 1099 0.7519
239 414 0.2604
696 1875 0.2215
12 240 0.2053
232 244 0.5750
398 1384 0.6394
602 1261 0.1798
105 1937 0.1689
211 426 0.6299
1141 1679 0.4825
421 893 0.4694
276 1117 0.0718
1427 1761 0.0235
225 1867 0.8524
1050 1972 0.2766
447 1832 0.8263
122 1499 0.8981
740 1766 0.5228
685 740 0.5203
344 474 0.0237
127 1336 0.7019
1164 1876 0.8002
1318 1346 0.0758
620 1703 0.7484
58 875 0.2357
333 1856 0.9216
173 1336 0.0903
403 1731 0.2070
334 385 0.4116
294 717 0.6019
870 1000 0.8373
873 1410 0.5622
147 1341 0.7198
769 1087 0.4001
163 1050 0.3569
57 995 0.2735
805 1442 0.4593
60 1608 0.6006
1048 1713 0.6962
1706 1969 0.6062
1354 1865 0.6416
237 1081 0.8195
1479 1834 0.0537
277 1574 0.8641
1329 1791 0.5969
681 1744 0.4203
216 995 0.1584
397 1208 0.9630
330 1698 0.0714
531 1075 0.8158
581 1948 0.3078
793 1612 0.5746
602 699 0.1089
485 1250 0.8222
547 1828 0.4012
80 261 0.8673
331 1151 0.6514
185 339 0.5809
617 636 0.4745
891 1588 0.8486
766 1557 0.4899
328 680 0.8602
421 541 0.8502
1622 1835 0.9575
1017 1287 0.3513
617 1322 0.2581
172 882 0.6620
1130 1796 0.0387
497 1567 0.8536
661 899 0.0349
369 902 0.6123
95 1587 0.4256
960 1056 0.0466
136 771 0.0213
871 1432 0.5725
935 1448 0.8160
1600 1617 0.7585
749 1041 0.6908
1067 1662 0.5632
548 1096 0.9208
1138 1631 0.7924
776 1786 0.1786
843 1709 0.5125
284 1561 0.0607
443 1349 0.4015
1380 1512 0.5935
1280 1399 0.4569
226 782 0.0655
979 1638 0.1839
16 828 0.2964
1475 1952 0.3544
144 1889 0.4045
559 907 0.9390
842 948 0.8320
977 1756 0.2618
16 262 0.0429
48 348 0.8870
1563 1708 0.8319
773 1385 0.7666
830 1125 0.0861
1194 1973 0.3558
506 723 0.5515
843 1089 0.6188
143 1066 0.4188
234 1891 0.5031
1021 1923 0.6942
804 1782 0.8483
625 1905 0.8177
35 50 0.0237
1284 1956 0.2049
136 815 0.6766
844 1638 0.3695
262 982 0.5452
873 956 0.5410
1362 1875 0.9302
648 829 0.4425
308 1292 0.2798
963 1543 0.2861
1053 1362 0.3414
776 931 0.9198
549 1399 0.3999
140 1810 0.5335
173 1293 0.2911
1488 1675 0.7542
554 1810 0.3419
243 1106 0.9814
74 954 0.3954
1201 1840 0.6959
940 1334 0.3399
155 445 0.1110
348 956 0.8437
834 1728 0.2638
91 199 0.5429
3 495 0.0855
307 1944 0.4264
1725 1800 0.1497
364 1336 0.4775
1099 1695 0.8905
1416 1734 0.9019
396 811 0.0913
1798 1993 0.5472
1111 1351 0.6439
463 1977 0.5834
1305 1884 0.1435
550 750 0.8860
1116 1936 0.0099
236 1509 0.2492
635 1186 0.3477
1260 1609 0.7385
1213 1569 0.1001
1080 1151 0.5797
218 1008 0.3507
297 1188 0.4507
194 912 0.5621
1354 1932 0.9332
276 1170 0.2548
260 1774 0.2983
1101 1815 0.0758
64 467 0.6149
1225 1787 0.5214
583 1145 0.1910
74 1881 0.2249
461 1769 0.3890
963 1858 0.8095
410 1487 0.8345
248 1543 0.0070
901 1653 0.2157
375 1095 0.2116
605 1445 0.9424
1086 1740 0.9990
462 1119 0.5288
343 714 0.6353
1167 1478 0.7437
191 859 0.7020
770 1167 0.5052
394 893 0.4096
414 1462 0.7408
502 1317 0.5784
568 740 0.1003
167 1849 0.5322
93 1164 0.0694
47 1757 0.1091
558 1784 0.6527
114 1417 0.7587
690 808 0.9226
881 1318 0.0457
1384 1692 0.5964
437 1264 0.9093
295 1976 0.0772
1478 1828 0.3291
713 984 0.7892
963 1335 0.1405
202 388 0.8011
418 1508 0.7931
193 223 0.8425
579 1826 0.7687
515 1694 0.7429
452 1269 0.5177
94 1693 0.9684
229 936 0.7726
1282 1403 0.2114
1159 1706 0.6495
843 1276 0.1186
1839 1849 0.1382
212 295 0.6427
251 1093 0.8937
1313 1317 0.6122
725 1307 0.7654
542 759 0.4619
1118 1909 0.4333
90 1841 0.7345
1229 1413 0.8856
961 1024 0.9896
1771 1982 0.5911
988 1212 0.6299
51 1359 0.6497
424 1578 0.8661
298 1986 0.3260
456 1802 0.5019
490 1055 0.2989
1250 1374 0.6739
114 1740 0.8811
831 1575 0.4876
672 1842 0.1237
1361 1939 0.4732
55 1354 0.2023
761 1341 0.9689
1215 1528 0.2984
45 1221 0.6578
594 1030 0.1144
1 184 0.9178
1180 1664 0.7837
360 1604 0.1201
1342 1750 0.9363
108 927 0.1143
653 893 0.8294
1268 1480 0.9576
327 333 0.9617
1442 1627 0.9020
1575 1905 0.1032
883 953 0.5611
81 751 0.4957
514 778 0.2133
691 1050 0.6917
816 1650 0.3941
1404 1826 0.6347
1153 1878 0.1955
233 877 0.4368
1348 1859 0.2830
720 871 0.5653
1819 1862 0.9301
1453 1575 0.5867
179 431 0.1161
271 832 0.9033
885 1069 0.7690
1587 1989 0.5398
42 620 0.2898
525 1299 0.7911
144 625 0.6797
511 766 0.2678
500 1602 0.1968
704 1071 0.6339
68 307 0.1810
41 1492 0.7371
253 835 0.3541
1123 1223 0.7452
1182 1247 0.0696
1363 1749 0.8412
515 1361 0.0478
439 1139 0.0314
1296 1922 0.2817
1357 1455 0.7720
1275 1860 0.6799
1177 1428 0.4311
1076 1149 0.4591
216 1690 0.5482
457 1299 0.0065
49 729 0.8958
110 1337 0.0024
811 1148 0.7419
1417 1522 0.6040
1176 1638 0.8434
1742 1757 0.0028
189 1496 0.8619
687 992 0.8427
583 1588 0.0670
93 1055 0.7203
359 992 0.3373
410 1629 0.6536
1780 1799 0.5761
1522 1975 0.7526
897 1367 0.2178
834 1581 0.8006
1459 1839 0.7334
